[0, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 7, 'line_length_gen': 4.714285714285714, 'line_length_ori': 4.666666666666667, 'uniq_words_gen': 7, 'uniq_words_ori': 6}]
[478, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 5, 'line_length_gen': 3.7142857142857144, 'line_length_ori': 5.5, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[478, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 5, 'line_length_gen': 3.7142857142857144, 'line_length_ori': 5.5, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[478, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 5, 'line_length_gen': 3.7142857142857144, 'line_length_ori': 5.5, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[479, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 17, 'line_length_gen': 4.583333333333333, 'line_length_ori': 3.466666666666667, 'uniq_words_gen': 10, 'uniq_words_ori': 15}]
[479, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 17, 'line_length_gen': 4.583333333333333, 'line_length_ori': 3.466666666666667, 'uniq_words_gen': 10, 'uniq_words_ori': 15}]
[479, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 17, 'line_length_gen': 4.583333333333333, 'line_length_ori': 3.466666666666667, 'uniq_words_gen': 10, 'uniq_words_ori': 15}]
[479, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 17, 'line_length_gen': 4.583333333333333, 'line_length_ori': 3.466666666666667, 'uniq_words_gen': 10, 'uniq_words_ori': 15}]
[479, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 17, 'line_length_gen': 4.583333333333333, 'line_length_ori': 3.466666666666667, 'uniq_words_gen': 10, 'uniq_words_ori': 15}]
[479, {'nbr_sylable_gen': 14, 'nbr_sylable_origin': 17, 'line_length_gen': 4.583333333333333, 'line_length_ori': 3.466666666666667, 'uniq_words_gen': 10, 'uniq_words_ori': 15}]
[480, {'nbr_sylable_gen': 23, 'nbr_sylable_origin': 10, 'line_length_gen': 4.2105263157894735, 'line_length_ori': 4.125, 'uniq_words_gen': 19, 'uniq_words_ori': 6}]
[480, {'nbr_sylable_gen': 23, 'nbr_sylable_origin': 10, 'line_length_gen': 4.2105263157894735, 'line_length_ori': 4.125, 'uniq_words_gen': 19, 'uniq_words_ori': 6}]
[480, {'nbr_sylable_gen': 23, 'nbr_sylable_origin': 10, 'line_length_gen': 4.2105263157894735, 'line_length_ori': 4.125, 'uniq_words_gen': 19, 'uniq_words_ori': 6}]
[480, {'nbr_sylable_gen': 23, 'nbr_sylable_origin': 10, 'line_length_gen': 4.2105263157894735, 'line_length_ori': 4.125, 'uniq_words_gen': 19, 'uniq_words_ori': 6}]
[480, {'nbr_sylable_gen': 23, 'nbr_sylable_origin': 10, 'line_length_gen': 4.2105263157894735, 'line_length_ori': 4.125, 'uniq_words_gen': 19, 'uniq_words_ori': 6}]
[480, {'nbr_sylable_gen': 23, 'nbr_sylable_origin': 10, 'line_length_gen': 4.2105263157894735, 'line_length_ori': 4.125, 'uniq_words_gen': 19, 'uniq_words_ori': 6}]
[481, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 6, 'line_length_gen': 4.857142857142857, 'line_length_ori': 6.75, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[481, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 6, 'line_length_gen': 4.857142857142857, 'line_length_ori': 6.75, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[481, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 6, 'line_length_gen': 4.857142857142857, 'line_length_ori': 6.75, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[481, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 6, 'line_length_gen': 4.857142857142857, 'line_length_ori': 6.75, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[481, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 6, 'line_length_gen': 4.857142857142857, 'line_length_ori': 6.75, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[481, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 6, 'line_length_gen': 4.857142857142857, 'line_length_ori': 6.75, 'uniq_words_gen': 7, 'uniq_words_ori': 4}]
[482, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[482, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[482, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[482, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[482, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[482, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 0, 'line_length_gen': 4.0, 'line_length_ori': 0.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[483, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 2, 'line_length_gen': 3.875, 'line_length_ori': 7.0, 'uniq_words_gen': 8, 'uniq_words_ori': 1}]
[483, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 2, 'line_length_gen': 3.875, 'line_length_ori': 7.0, 'uniq_words_gen': 8, 'uniq_words_ori': 1}]
[483, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 2, 'line_length_gen': 3.875, 'line_length_ori': 7.0, 'uniq_words_gen': 8, 'uniq_words_ori': 1}]
[483, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 2, 'line_length_gen': 3.875, 'line_length_ori': 7.0, 'uniq_words_gen': 8, 'uniq_words_ori': 1}]
[483, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 2, 'line_length_gen': 3.875, 'line_length_ori': 7.0, 'uniq_words_gen': 8, 'uniq_words_ori': 1}]
[483, {'nbr_sylable_gen': 10, 'nbr_sylable_origin': 2, 'line_length_gen': 3.875, 'line_length_ori': 7.0, 'uniq_words_gen': 8, 'uniq_words_ori': 1}]
[484, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 12, 'line_length_gen': 3.5, 'line_length_ori': 4.818181818181818, 'uniq_words_gen': 6, 'uniq_words_ori': 10}]
[484, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 12, 'line_length_gen': 3.5, 'line_length_ori': 4.818181818181818, 'uniq_words_gen': 6, 'uniq_words_ori': 10}]
[484, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 12, 'line_length_gen': 3.5, 'line_length_ori': 4.818181818181818, 'uniq_words_gen': 6, 'uniq_words_ori': 10}]
[484, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 12, 'line_length_gen': 3.5, 'line_length_ori': 4.818181818181818, 'uniq_words_gen': 6, 'uniq_words_ori': 10}]
[484, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 12, 'line_length_gen': 3.5, 'line_length_ori': 4.818181818181818, 'uniq_words_gen': 6, 'uniq_words_ori': 10}]
[484, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 12, 'line_length_gen': 3.5, 'line_length_ori': 4.818181818181818, 'uniq_words_gen': 6, 'uniq_words_ori': 10}]
[485, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 13, 'line_length_gen': 3.0, 'line_length_ori': 4.0, 'uniq_words_gen': 3, 'uniq_words_ori': 12}]
[485, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 13, 'line_length_gen': 3.0, 'line_length_ori': 4.0, 'uniq_words_gen': 3, 'uniq_words_ori': 12}]
[485, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 13, 'line_length_gen': 3.0, 'line_length_ori': 4.0, 'uniq_words_gen': 3, 'uniq_words_ori': 12}]
[485, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 13, 'line_length_gen': 3.0, 'line_length_ori': 4.0, 'uniq_words_gen': 3, 'uniq_words_ori': 12}]
[485, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 13, 'line_length_gen': 3.0, 'line_length_ori': 4.0, 'uniq_words_gen': 3, 'uniq_words_ori': 12}]
[485, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 13, 'line_length_gen': 3.0, 'line_length_ori': 4.0, 'uniq_words_gen': 3, 'uniq_words_ori': 12}]
[486, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 6, 'line_length_gen': 3.625, 'line_length_ori': 6.333333333333333, 'uniq_words_gen': 8, 'uniq_words_ori': 3}]
[486, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 6, 'line_length_gen': 3.625, 'line_length_ori': 6.333333333333333, 'uniq_words_gen': 8, 'uniq_words_ori': 3}]
[486, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 6, 'line_length_gen': 3.625, 'line_length_ori': 6.333333333333333, 'uniq_words_gen': 8, 'uniq_words_ori': 3}]
[486, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 6, 'line_length_gen': 3.625, 'line_length_ori': 6.333333333333333, 'uniq_words_gen': 8, 'uniq_words_ori': 3}]
[486, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 6, 'line_length_gen': 3.625, 'line_length_ori': 6.333333333333333, 'uniq_words_gen': 8, 'uniq_words_ori': 3}]
[486, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 6, 'line_length_gen': 3.625, 'line_length_ori': 6.333333333333333, 'uniq_words_gen': 8, 'uniq_words_ori': 3}]
[487, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 15, 'line_length_gen': 3.7, 'line_length_ori': 3.5, 'uniq_words_gen': 10, 'uniq_words_ori': 10}]
[487, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 15, 'line_length_gen': 3.7, 'line_length_ori': 3.5, 'uniq_words_gen': 10, 'uniq_words_ori': 10}]
[487, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 15, 'line_length_gen': 3.7, 'line_length_ori': 3.5, 'uniq_words_gen': 10, 'uniq_words_ori': 10}]
[487, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 15, 'line_length_gen': 3.7, 'line_length_ori': 3.5, 'uniq_words_gen': 10, 'uniq_words_ori': 10}]
[487, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 15, 'line_length_gen': 3.7, 'line_length_ori': 3.5, 'uniq_words_gen': 10, 'uniq_words_ori': 10}]
[487, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 15, 'line_length_gen': 3.7, 'line_length_ori': 3.5, 'uniq_words_gen': 10, 'uniq_words_ori': 10}]
[488, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 5, 'line_length_gen': 0.0, 'line_length_ori': 3.6, 'uniq_words_gen': 1, 'uniq_words_ori': 5}]
[488, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 5, 'line_length_gen': 0.0, 'line_length_ori': 3.6, 'uniq_words_gen': 1, 'uniq_words_ori': 5}]
[488, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 5, 'line_length_gen': 0.0, 'line_length_ori': 3.6, 'uniq_words_gen': 1, 'uniq_words_ori': 5}]
[488, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 5, 'line_length_gen': 0.0, 'line_length_ori': 3.6, 'uniq_words_gen': 1, 'uniq_words_ori': 5}]
[488, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 5, 'line_length_gen': 0.0, 'line_length_ori': 3.6, 'uniq_words_gen': 1, 'uniq_words_ori': 5}]
[488, {'nbr_sylable_gen': 0, 'nbr_sylable_origin': 5, 'line_length_gen': 0.0, 'line_length_ori': 3.6, 'uniq_words_gen': 1, 'uniq_words_ori': 5}]
[489, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 14, 'line_length_gen': 3.5714285714285716, 'line_length_ori': 5.090909090909091, 'uniq_words_gen': 7, 'uniq_words_ori': 11}]
[489, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 14, 'line_length_gen': 3.5714285714285716, 'line_length_ori': 5.090909090909091, 'uniq_words_gen': 7, 'uniq_words_ori': 11}]
[489, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 14, 'line_length_gen': 3.5714285714285716, 'line_length_ori': 5.090909090909091, 'uniq_words_gen': 7, 'uniq_words_ori': 11}]
[489, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 14, 'line_length_gen': 3.5714285714285716, 'line_length_ori': 5.090909090909091, 'uniq_words_gen': 7, 'uniq_words_ori': 11}]
[489, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 14, 'line_length_gen': 3.5714285714285716, 'line_length_ori': 5.090909090909091, 'uniq_words_gen': 7, 'uniq_words_ori': 11}]
[489, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 14, 'line_length_gen': 3.5714285714285716, 'line_length_ori': 5.090909090909091, 'uniq_words_gen': 7, 'uniq_words_ori': 11}]
[490, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 1, 'line_length_gen': 3.6, 'line_length_ori': 4.0, 'uniq_words_gen': 14, 'uniq_words_ori': 2}]
[490, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 1, 'line_length_gen': 3.6, 'line_length_ori': 4.0, 'uniq_words_gen': 14, 'uniq_words_ori': 2}]
[490, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 1, 'line_length_gen': 3.6, 'line_length_ori': 4.0, 'uniq_words_gen': 14, 'uniq_words_ori': 2}]
[490, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 1, 'line_length_gen': 3.6, 'line_length_ori': 4.0, 'uniq_words_gen': 14, 'uniq_words_ori': 2}]
[490, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 1, 'line_length_gen': 3.6, 'line_length_ori': 4.0, 'uniq_words_gen': 14, 'uniq_words_ori': 2}]
[490, {'nbr_sylable_gen': 17, 'nbr_sylable_origin': 1, 'line_length_gen': 3.6, 'line_length_ori': 4.0, 'uniq_words_gen': 14, 'uniq_words_ori': 2}]
[491, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 14, 'line_length_gen': 3.4, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 10, 'uniq_words_ori': 11}]
[491, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 14, 'line_length_gen': 3.4, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 10, 'uniq_words_ori': 11}]
[491, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 14, 'line_length_gen': 3.4, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 10, 'uniq_words_ori': 11}]
[491, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 14, 'line_length_gen': 3.4, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 10, 'uniq_words_ori': 11}]
[491, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 14, 'line_length_gen': 3.4, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 10, 'uniq_words_ori': 11}]
[491, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 14, 'line_length_gen': 3.4, 'line_length_ori': 3.727272727272727, 'uniq_words_gen': 10, 'uniq_words_ori': 11}]
[492, {'nbr_sylable_gen': 13, 'nbr_sylable_origin': 7, 'line_length_gen': 4.0, 'line_length_ori': 3.0, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[492, {'nbr_sylable_gen': 13, 'nbr_sylable_origin': 7, 'line_length_gen': 4.0, 'line_length_ori': 3.0, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[492, {'nbr_sylable_gen': 13, 'nbr_sylable_origin': 7, 'line_length_gen': 4.0, 'line_length_ori': 3.0, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[492, {'nbr_sylable_gen': 13, 'nbr_sylable_origin': 7, 'line_length_gen': 4.0, 'line_length_ori': 3.0, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[492, {'nbr_sylable_gen': 13, 'nbr_sylable_origin': 7, 'line_length_gen': 4.0, 'line_length_ori': 3.0, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[492, {'nbr_sylable_gen': 13, 'nbr_sylable_origin': 7, 'line_length_gen': 4.0, 'line_length_ori': 3.0, 'uniq_words_gen': 8, 'uniq_words_ori': 6}]
[493, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 3, 'line_length_gen': 3.857142857142857, 'line_length_ori': 3.3333333333333335, 'uniq_words_gen': 7, 'uniq_words_ori': 3}]
[493, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 3, 'line_length_gen': 3.857142857142857, 'line_length_ori': 3.3333333333333335, 'uniq_words_gen': 7, 'uniq_words_ori': 3}]
[493, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 3, 'line_length_gen': 3.857142857142857, 'line_length_ori': 3.3333333333333335, 'uniq_words_gen': 7, 'uniq_words_ori': 3}]
[493, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 3, 'line_length_gen': 3.857142857142857, 'line_length_ori': 3.3333333333333335, 'uniq_words_gen': 7, 'uniq_words_ori': 3}]
[493, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 3, 'line_length_gen': 3.857142857142857, 'line_length_ori': 3.3333333333333335, 'uniq_words_gen': 7, 'uniq_words_ori': 3}]
[493, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 3, 'line_length_gen': 3.857142857142857, 'line_length_ori': 3.3333333333333335, 'uniq_words_gen': 7, 'uniq_words_ori': 3}]
[494, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 13, 'line_length_gen': 6.0, 'line_length_ori': 4.888888888888889, 'uniq_words_gen': 2, 'uniq_words_ori': 9}]
[494, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 13, 'line_length_gen': 6.0, 'line_length_ori': 4.888888888888889, 'uniq_words_gen': 2, 'uniq_words_ori': 9}]
[494, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 13, 'line_length_gen': 6.0, 'line_length_ori': 4.888888888888889, 'uniq_words_gen': 2, 'uniq_words_ori': 9}]
[494, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 13, 'line_length_gen': 6.0, 'line_length_ori': 4.888888888888889, 'uniq_words_gen': 2, 'uniq_words_ori': 9}]
[494, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 13, 'line_length_gen': 6.0, 'line_length_ori': 4.888888888888889, 'uniq_words_gen': 2, 'uniq_words_ori': 9}]
[494, {'nbr_sylable_gen': 3, 'nbr_sylable_origin': 13, 'line_length_gen': 6.0, 'line_length_ori': 4.888888888888889, 'uniq_words_gen': 2, 'uniq_words_ori': 9}]
[495, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 4.166666666666667, 'line_length_ori': 5.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[495, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 4.166666666666667, 'line_length_ori': 5.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[495, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 4.166666666666667, 'line_length_ori': 5.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[495, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 4.166666666666667, 'line_length_ori': 5.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[495, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 4.166666666666667, 'line_length_ori': 5.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[495, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 4.166666666666667, 'line_length_ori': 5.0, 'uniq_words_gen': 6, 'uniq_words_ori': 1}]
[496, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 8, 'line_length_gen': 3.7, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 10, 'uniq_words_ori': 6}]
[496, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 8, 'line_length_gen': 3.7, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 10, 'uniq_words_ori': 6}]
[496, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 8, 'line_length_gen': 3.7, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 10, 'uniq_words_ori': 6}]
[496, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 8, 'line_length_gen': 3.7, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 10, 'uniq_words_ori': 6}]
[496, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 8, 'line_length_gen': 3.7, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 10, 'uniq_words_ori': 6}]
[496, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 8, 'line_length_gen': 3.7, 'line_length_ori': 5.333333333333333, 'uniq_words_gen': 10, 'uniq_words_ori': 6}]
[497, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 10, 'line_length_gen': 4.0, 'line_length_ori': 3.4444444444444446, 'uniq_words_gen': 5, 'uniq_words_ori': 9}]
[497, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 10, 'line_length_gen': 4.0, 'line_length_ori': 3.4444444444444446, 'uniq_words_gen': 5, 'uniq_words_ori': 9}]
[497, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 10, 'line_length_gen': 4.0, 'line_length_ori': 3.4444444444444446, 'uniq_words_gen': 5, 'uniq_words_ori': 9}]
[497, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 10, 'line_length_gen': 4.0, 'line_length_ori': 3.4444444444444446, 'uniq_words_gen': 5, 'uniq_words_ori': 9}]
[497, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 10, 'line_length_gen': 4.0, 'line_length_ori': 3.4444444444444446, 'uniq_words_gen': 5, 'uniq_words_ori': 9}]
[497, {'nbr_sylable_gen': 7, 'nbr_sylable_origin': 10, 'line_length_gen': 4.0, 'line_length_ori': 3.4444444444444446, 'uniq_words_gen': 5, 'uniq_words_ori': 9}]
[498, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 4, 'line_length_gen': 4.333333333333333, 'line_length_ori': 7.5, 'uniq_words_gen': 9, 'uniq_words_ori': 2}]
[498, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 4, 'line_length_gen': 4.333333333333333, 'line_length_ori': 7.5, 'uniq_words_gen': 9, 'uniq_words_ori': 2}]
[498, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 4, 'line_length_gen': 4.333333333333333, 'line_length_ori': 7.5, 'uniq_words_gen': 9, 'uniq_words_ori': 2}]
[498, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 4, 'line_length_gen': 4.333333333333333, 'line_length_ori': 7.5, 'uniq_words_gen': 9, 'uniq_words_ori': 2}]
[498, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 4, 'line_length_gen': 4.333333333333333, 'line_length_ori': 7.5, 'uniq_words_gen': 9, 'uniq_words_ori': 2}]
[498, {'nbr_sylable_gen': 11, 'nbr_sylable_origin': 4, 'line_length_gen': 4.333333333333333, 'line_length_ori': 7.5, 'uniq_words_gen': 9, 'uniq_words_ori': 2}]
[499, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 7, 'line_length_gen': 3.8333333333333335, 'line_length_ori': 3.6666666666666665, 'uniq_words_gen': 6, 'uniq_words_ori': 6}]
[499, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 7, 'line_length_gen': 3.8333333333333335, 'line_length_ori': 3.6666666666666665, 'uniq_words_gen': 6, 'uniq_words_ori': 6}]
[499, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 7, 'line_length_gen': 3.8333333333333335, 'line_length_ori': 3.6666666666666665, 'uniq_words_gen': 6, 'uniq_words_ori': 6}]
[499, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 7, 'line_length_gen': 3.8333333333333335, 'line_length_ori': 3.6666666666666665, 'uniq_words_gen': 6, 'uniq_words_ori': 6}]
[499, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 7, 'line_length_gen': 3.8333333333333335, 'line_length_ori': 3.6666666666666665, 'uniq_words_gen': 6, 'uniq_words_ori': 6}]
[499, {'nbr_sylable_gen': 9, 'nbr_sylable_origin': 7, 'line_length_gen': 3.8333333333333335, 'line_length_ori': 3.6666666666666665, 'uniq_words_gen': 6, 'uniq_words_ori': 6}]
[500, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 8, 'line_length_gen': 7.75, 'line_length_ori': 3.857142857142857, 'uniq_words_gen': 4, 'uniq_words_ori': 7}]
[500, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 8, 'line_length_gen': 7.75, 'line_length_ori': 3.857142857142857, 'uniq_words_gen': 4, 'uniq_words_ori': 7}]
[500, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 8, 'line_length_gen': 7.75, 'line_length_ori': 3.857142857142857, 'uniq_words_gen': 4, 'uniq_words_ori': 7}]
[500, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 8, 'line_length_gen': 7.75, 'line_length_ori': 3.857142857142857, 'uniq_words_gen': 4, 'uniq_words_ori': 7}]
[500, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 8, 'line_length_gen': 7.75, 'line_length_ori': 3.857142857142857, 'uniq_words_gen': 4, 'uniq_words_ori': 7}]
[500, {'nbr_sylable_gen': 8, 'nbr_sylable_origin': 8, 'line_length_gen': 7.75, 'line_length_ori': 3.857142857142857, 'uniq_words_gen': 4, 'uniq_words_ori': 7}]
[501, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 5.8, 'line_length_ori': 6.0, 'uniq_words_gen': 5, 'uniq_words_ori': 1}]
[501, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 5.8, 'line_length_ori': 6.0, 'uniq_words_gen': 5, 'uniq_words_ori': 1}]
[501, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 5.8, 'line_length_ori': 6.0, 'uniq_words_gen': 5, 'uniq_words_ori': 1}]
[501, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 5.8, 'line_length_ori': 6.0, 'uniq_words_gen': 5, 'uniq_words_ori': 1}]
[501, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 5.8, 'line_length_ori': 6.0, 'uniq_words_gen': 5, 'uniq_words_ori': 1}]
[501, {'nbr_sylable_gen': 6, 'nbr_sylable_origin': 1, 'line_length_gen': 5.8, 'line_length_ori': 6.0, 'uniq_words_gen': 5, 'uniq_words_ori': 1}]
[502, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 3, 'line_length_gen': 4.0, 'line_length_ori': 4.0, 'uniq_words_gen': 4, 'uniq_words_ori': 2}]
[502, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 3, 'line_length_gen': 4.0, 'line_length_ori': 4.0, 'uniq_words_gen': 4, 'uniq_words_ori': 2}]
[502, {'nbr_sylable_gen': 4, 'nbr_sylable_origin': 3, 'line_length_gen': 4.0, 'line_length_ori': 4.0, 'uniq_words_gen': 4, 'uniq_words_ori': 2}]
